date,amount,currency,status
2026-04-07,12000,USD,SUCCESS
2026-04-07,12100,USD,SUCCESS
2026-04-07,12200,USD,SUCCESS
2026-04-07,12300,USD,SUCCESS
2026-04-07,12400,USD,SUCCESS
2026-04-07,12500,USD,SUCCESS
2026-04-07,12600,USD,SUCCESS
2026-04-07,12700,USD,SUCCESS
2026-04-07,12800,USD,SUCCESS
2026-04-07,12900,USD,SUCCESS
2026-04-07,13000,USD,SUCCESS
2026-04-07,13100,USD,SUCCESS
2026-04-07,13200,USD,SUCCESS
2026-04-07,13300,USD,SUCCESS
2026-04-07,13400,USD,SUCCESS
2026-04-07,13500,USD,SUCCESS
2026-04-07,13600,USD,SUCCESS
2026-04-07,13700,USD,SUCCESS
2026-04-07,13800,USD,SUCCESS
2026-04-07,13900,USD,SUCCESS
2026-04-07,14000,USD,SUCCESS
2026-04-07,14100,USD,SUCCESS
2026-04-07,14200,USD,SUCCESS
2026-04-07,14300,USD,SUCCESS
2026-04-07,14400,USD,SUCCESS
2026-04-07,14500,USD,SUCCESS
2026-04-07,14600,USD,SUCCESS
2026-04-07,14700,USD,SUCCESS
2026-04-07,14800,USD,SUCCESS
2026-04-07,14900,USD,SUCCESS
2026-04-07,15000,USD,SUCCESS
2026-04-07,15100,USD,SUCCESS
2026-04-07,15200,USD,SUCCESS
2026-04-07,15300,USD,SUCCESS
2026-04-07,15400,USD,SUCCESS
2026-04-07,15500,USD,SUCCESS
2026-04-07,15600,USD,SUCCESS
2026-04-07,15700,USD,SUCCESS
2026-04-07,15800,USD,SUCCESS
2026-04-07,15900,USD,SUCCESS
2026-04-07,16000,USD,SUCCESS
2026-04-07,16100,USD,SUCCESS
2026-04-07,16200,USD,SUCCESS
2026-04-07,16300,USD,SUCCESS
2026-04-07,16400,USD,SUCCESS
2026-04-07,16500,USD,SUCCESS
2026-04-07,16600,USD,SUCCESS
2026-04-07,16700,USD,SUCCESS
2026-04-07,16800,USD,SUCCESS
2026-04-07,16900,USD,SUCCESS
2026-04-07,17000,USD,SUCCESS
2026-04-07,17100,USD,SUCCESS
2026-04-07,17200,USD,SUCCESS
2026-04-07,17300,USD,SUCCESS
2026-04-07,17400,USD,SUCCESS
2026-04-07,17500,USD,SUCCESS
2026-04-07,17600,USD,SUCCESS
2026-04-07,17700,USD,SUCCESS
2026-04-07,17800,USD,SUCCESS
2026-04-07,17900,USD,SUCCESS
2026-04-07,18000,USD,SUCCESS
2026-04-07,18100,USD,SUCCESS
2026-04-07,18200,USD,SUCCESS
2026-04-07,18300,USD,SUCCESS
2026-04-07,18400,USD,SUCCESS
2026-04-07,18500,USD,SUCCESS
2026-04-07,18600,USD,SUCCESS
2026-04-07,18700,USD,SUCCESS
2026-04-07,18800,USD,SUCCESS
2026-04-07,18900,USD,SUCCESS
2026-04-07,19000,USD,SUCCESS
2026-04-07,19100,USD,SUCCESS
2026-04-07,19200,USD,SUCCESS
2026-04-07,19300,USD,SUCCESS
2026-04-07,19400,USD,SUCCESS
2026-04-07,19500,USD,SUCCESS
2026-04-07,19600,USD,SUCCESS
2026-04-07,19700,USD,SUCCESS
2026-04-07,19800,USD,SUCCESS
2026-04-07,19900,USD,SUCCESS
2026-04-07,20000,USD,SUCCESS
