date,amount,currency,status
2026-04-14,14100,USD,SUCCESS
2026-04-14,14200,USD,SUCCESS
2026-04-14,14300,USD,SUCCESS
2026-04-14,14400,USD,SUCCESS
2026-04-14,14500,USD,SUCCESS
2026-04-14,14600,USD,SUCCESS
2026-04-14,14700,USD,SUCCESS
2026-04-14,14800,USD,SUCCESS
2026-04-14,14900,USD,SUCCESS
2026-04-14,15000,USD,SUCCESS
2026-04-14,15100,USD,SUCCESS
2026-04-14,15200,USD,SUCCESS
2026-04-14,15300,USD,SUCCESS
2026-04-14,15400,USD,SUCCESS
2026-04-14,15500,USD,SUCCESS
2026-04-14,15600,USD,SUCCESS
2026-04-14,15700,USD,SUCCESS
2026-04-14,15800,USD,SUCCESS
2026-04-14,15900,USD,SUCCESS
2026-04-14,16000,USD,SUCCESS
2026-04-14,16100,USD,SUCCESS
2026-04-14,16200,USD,SUCCESS
2026-04-14,16300,USD,SUCCESS
2026-04-14,16400,USD,SUCCESS
2026-04-14,16500,USD,SUCCESS
2026-04-14,16600,USD,SUCCESS
2026-04-14,16700,USD,SUCCESS
2026-04-14,16800,USD,SUCCESS
2026-04-14,16900,USD,SUCCESS
2026-04-14,17000,USD,SUCCESS
2026-04-14,17100,USD,SUCCESS
2026-04-14,17200,USD,SUCCESS
2026-04-14,17300,USD,SUCCESS
2026-04-14,17400,USD,SUCCESS
2026-04-14,17500,USD,SUCCESS
2026-04-14,17600,USD,SUCCESS
2026-04-14,17700,USD,SUCCESS
2026-04-14,17800,USD,SUCCESS
2026-04-14,17900,USD,SUCCESS
2026-04-14,18000,USD,SUCCESS
2026-04-14,18100,USD,SUCCESS
2026-04-14,18200,USD,SUCCESS
2026-04-14,18300,USD,SUCCESS
2026-04-14,18400,USD,SUCCESS
2026-04-14,18500,USD,SUCCESS
2026-04-14,18600,USD,SUCCESS
2026-04-14,18700,USD,SUCCESS
2026-04-14,18800,USD,SUCCESS
2026-04-14,18900,USD,SUCCESS
2026-04-14,19000,USD,SUCCESS
2026-04-14,19100,USD,SUCCESS
2026-04-14,19200,USD,SUCCESS
2026-04-14,19300,USD,SUCCESS
2026-04-14,19400,USD,SUCCESS
2026-04-14,19500,USD,SUCCESS
2026-04-14,19600,USD,SUCCESS
2026-04-14,19700,USD,SUCCESS
2026-04-14,19800,USD,SUCCESS
2026-04-14,19900,USD,SUCCESS
2026-04-14,20000,USD,SUCCESS
