date,amount,currency,status
2026-03-24,8600,USD,SUCCESS
2026-03-24,8700,USD,SUCCESS
2026-03-24,8800,USD,SUCCESS
2026-03-24,8900,USD,SUCCESS
2026-03-24,9000,USD,SUCCESS
2026-03-24,9100,USD,SUCCESS
2026-03-24,9200,USD,SUCCESS
2026-03-24,9300,USD,SUCCESS
2026-03-24,9400,USD,SUCCESS
2026-03-24,9500,USD,SUCCESS
2026-03-24,9600,USD,SUCCESS
2026-03-24,9700,USD,SUCCESS
2026-03-24,9800,USD,SUCCESS
2026-03-24,9900,USD,SUCCESS
2026-03-24,10000,USD,SUCCESS
2026-03-24,10100,USD,SUCCESS
2026-03-24,10200,USD,SUCCESS
2026-03-24,10300,USD,SUCCESS
2026-03-24,10400,USD,SUCCESS
2026-03-24,10500,USD,SUCCESS
2026-03-24,10600,USD,SUCCESS
2026-03-24,10700,USD,SUCCESS
2026-03-24,10800,USD,SUCCESS
2026-03-24,10900,USD,SUCCESS
2026-03-24,11000,USD,SUCCESS
2026-03-24,11100,USD,SUCCESS
2026-03-24,11200,USD,SUCCESS
2026-03-24,11300,USD,SUCCESS
2026-03-24,11400,USD,SUCCESS
2026-03-24,11500,USD,SUCCESS
2026-03-24,11600,USD,SUCCESS
2026-03-24,11700,USD,SUCCESS
2026-03-24,11800,USD,SUCCESS
2026-03-24,11900,USD,SUCCESS
2026-03-24,12000,USD,SUCCESS
2026-03-24,12100,USD,SUCCESS
2026-03-24,12200,USD,SUCCESS
2026-03-24,12300,USD,SUCCESS
2026-03-24,12400,USD,SUCCESS
2026-03-24,12500,USD,SUCCESS
2026-03-24,12600,USD,SUCCESS
2026-03-24,12700,USD,SUCCESS
2026-03-24,12800,USD,SUCCESS
2026-03-24,12900,USD,SUCCESS
2026-03-24,13000,USD,SUCCESS
2026-03-24,13100,USD,SUCCESS
2026-03-24,13200,USD,SUCCESS
2026-03-24,13300,USD,SUCCESS
2026-03-24,13400,USD,SUCCESS
2026-03-24,13500,USD,SUCCESS
2026-03-24,13600,USD,SUCCESS
2026-03-24,13700,USD,SUCCESS
2026-03-24,13800,USD,SUCCESS
2026-03-24,13900,USD,SUCCESS
2026-03-24,14000,USD,SUCCESS
2026-03-24,14100,USD,SUCCESS
2026-03-24,14200,USD,SUCCESS
2026-03-24,14300,USD,SUCCESS
2026-03-24,14400,USD,SUCCESS
2026-03-24,14500,USD,SUCCESS
2026-03-24,14600,USD,SUCCESS
2026-03-24,14700,USD,SUCCESS
2026-03-24,14800,USD,SUCCESS
2026-03-24,14900,USD,SUCCESS
2026-03-24,15000,USD,SUCCESS
2026-03-24,15100,USD,SUCCESS
2026-03-24,15200,USD,SUCCESS
2026-03-24,15300,USD,SUCCESS
2026-03-24,15400,USD,SUCCESS
2026-03-24,15500,USD,SUCCESS
2026-03-24,15600,USD,SUCCESS
2026-03-24,15700,USD,SUCCESS
2026-03-24,15800,USD,SUCCESS
2026-03-24,15900,USD,SUCCESS
2026-03-24,16000,USD,SUCCESS
2026-03-24,16100,USD,SUCCESS
2026-03-24,16200,USD,SUCCESS
2026-03-24,16300,USD,SUCCESS
2026-03-24,16400,USD,SUCCESS
2026-03-24,16500,USD,SUCCESS
2026-03-24,16600,USD,SUCCESS
2026-03-24,16700,USD,SUCCESS
2026-03-24,16800,USD,SUCCESS
2026-03-24,16900,USD,SUCCESS
2026-03-24,17000,USD,SUCCESS
2026-03-24,17100,USD,SUCCESS
2026-03-24,17200,USD,SUCCESS
2026-03-24,17300,USD,SUCCESS
2026-03-24,17400,USD,SUCCESS
2026-03-24,17500,USD,SUCCESS
2026-03-24,17600,USD,SUCCESS
2026-03-24,17700,USD,SUCCESS
2026-03-24,17800,USD,SUCCESS
2026-03-24,17900,USD,SUCCESS
2026-03-24,18000,USD,SUCCESS
2026-03-24,18100,USD,SUCCESS
2026-03-24,18200,USD,SUCCESS
2026-03-24,18300,USD,SUCCESS
2026-03-24,18400,USD,SUCCESS
2026-03-24,18500,USD,SUCCESS
2026-03-24,18600,USD,SUCCESS
2026-03-24,18700,USD,SUCCESS
2026-03-24,18800,USD,SUCCESS
2026-03-24,18900,USD,SUCCESS
2026-03-24,19000,USD,SUCCESS
2026-03-24,19100,USD,SUCCESS
2026-03-24,19200,USD,SUCCESS
2026-03-24,19300,USD,SUCCESS
2026-03-24,19400,USD,SUCCESS
2026-03-24,19500,USD,SUCCESS
2026-03-24,19600,USD,SUCCESS
2026-03-24,19700,USD,SUCCESS
2026-03-24,19800,USD,SUCCESS
2026-03-24,19900,USD,SUCCESS
2026-03-24,20000,USD,SUCCESS
